date,type,description,latitude,longitude,district,address
2026-05-29T10:47:00.000,ASSAULT,SIMPLE,41.745402536,-87.544281241,004,082XX S BUFFALO AVE
2026-05-29T10:45:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.752872047,-87.552245034,004,029XX E 78TH PL
2026-05-29T10:45:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.77059224,-87.648654084,007,009XX W 68TH ST
2026-05-29T10:45:00.000,THEFT,ATTEMPT THEFT,41.669326636,-87.544186131,004,124XX S BURLEY AVE
2026-05-29T10:40:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.767962645,-87.6578316,007,069XX S ADA ST
2026-05-29T10:40:00.000,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,41.866131003,-87.657393938,012,012XX W WASHBURNE AVE
2026-05-29T10:37:00.000,BATTERY,SIMPLE,41.945888426,-87.688234365,019,035XX N WESTERN AVE
2026-05-29T10:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.798840777,-87.601289169,002,053XX S ELLIS AVE
2026-05-29T10:30:00.000,THEFT,OVER $500,41.780036648,-87.648410639,007,062XX S SANGAMON ST
2026-05-29T10:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.730742835,-87.56704286,004,090XX S OGLESBY AVE
2026-05-29T10:30:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.870088158,-87.658317859,012,009XX S LYTLE ST
2026-05-29T10:25:00.000,THEFT,$500 AND UNDER,41.794462773,-87.585390376,002,055XX S CORNELL AVE
2026-05-29T10:25:00.000,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",41.749443425,-87.606024673,006,007XX E 80TH ST
2026-05-29T10:10:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.944145592,-87.68090408,019,034XX N HOYNE AVE
2026-05-29T10:06:00.000,THEFT,RETAIL THEFT,41.917407385,-87.70579017,014,031XX W ARMITAGE AVE
2026-05-29T10:05:00.000,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,41.847525112,-87.695323444,010,024XX S CALIFORNIA AVE
2026-05-29T10:00:00.000,ASSAULT,SIMPLE,41.883222926,-87.737309737,011,044XX W WEST END AVE
2026-05-29T10:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.876992649,-87.68790692,011,003XX S ARTESIAN AVE
2026-05-29T10:00:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,41.845527098,-87.698756503,010,029XX W 25TH PL
2026-05-29T10:00:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.938304598,-87.786827126,016,064XX W BELMONT AVE
2026-05-29T10:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.922381765,-87.649870429,018,022XX N DAYTON ST
2026-05-29T10:00:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.801358685,-87.619389387,002,051XX S PRAIRIE AVE
2026-05-29T10:00:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.943663818,-87.646298264,019,006XX W ROSCOE ST
2026-05-29T10:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.961743052,-87.657457955,019,011XX W MONTROSE AVE
2026-05-29T10:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.753297888,-87.657032522,006,077XX S ADA ST
2026-05-29T10:00:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.727888816,-87.674597697,022,091XX S HOYNE AVE
2026-05-29T10:00:00.000,THEFT,$500 AND UNDER,41.853828887,-87.620685495,001,021XX S PRAIRIE AVE
2026-05-29T09:51:00.000,THEFT,OVER $500,41.875232942,-87.6276188,001,005XX S STATE ST
2026-05-29T09:49:00.000,THEFT,$500 AND UNDER,41.929429996,-87.696349072,014,026XX N FAIRFIELD AVE
2026-05-29T09:48:00.000,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,41.971604259,-87.65302916,020,009XX W AINSLIE ST
2026-05-29T09:48:00.000,DECEPTIVE PRACTICE,POSSESS KEYS OR DEVICE TO COIN MACHINE,41.931417509,-87.755078443,025,051XX W DIVERSEY AVE
2026-05-29T09:47:00.000,THEFT,RETAIL THEFT,41.885557376,-87.65364901,012,010XX W LAKE ST
2026-05-29T09:46:00.000,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,41.85038904,-87.731213464,010,022XX S KILDARE AVE
2026-05-29T09:45:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.898447586,-87.637244001,018,008XX N ORLEANS ST
2026-05-29T09:42:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.96245015,-87.64255203,019,005XX W MONTROSE DR
2026-05-29T09:30:00.000,CRIMINAL TRESPASS,TO RESIDENCE,41.751837665,-87.640409801,006,078XX S LOWE AVE
2026-05-29T09:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.820776055,-87.628539914,002,040XX S FEDERAL ST
2026-05-29T09:30:00.000,ASSAULT,SIMPLE,41.707203646,-87.606566877,005,103XX S COTTAGE GROVE AVE
2026-05-29T09:26:00.000,BATTERY,SIMPLE,41.895897635,-87.677715036,012,020XX W CHICAGO AVE
2026-05-29T09:23:00.000,BATTERY,SIMPLE,41.801247874,-87.6258749,002,051XX S STATE ST
2026-05-29T09:23:00.000,NARCOTICS,FOUND SUSPECT NARCOTICS,41.88257062,-87.730632328,011,001XX N KEELER AVE
2026-05-29T09:17:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.908345408,-87.751010505,025,015XX N LAVERGNE AVE
2026-05-29T09:15:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.737884059,-87.601216082,006,086XX S INGLESIDE AVE
2026-05-29T09:13:00.000,BATTERY,SIMPLE,41.906765676,-87.732550205,025,014XX N TRIPP AVE
2026-05-29T09:10:00.000,ASSAULT,SIMPLE,41.969359177,-87.654829142,020,048XX N SHERIDAN RD
2026-05-29T09:04:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.745034691,-87.612336855,006,082XX S EBERHART AVE
2026-05-29T09:04:00.000,THEFT,RETAIL THEFT,41.925174426,-87.666508943,019,015XX W FULLERTON AVE
2026-05-29T09:03:00.000,THEFT,RETAIL THEFT,41.917407385,-87.70579017,014,031XX W ARMITAGE AVE
2026-05-29T09:00:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.917586296,-87.637770899,018,019XX N LINCOLN AVE
2026-05-29T09:00:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.73567732,-87.622583049,006,087XX S WABASH AVE
2026-05-29T09:00:00.000,BURGLARY,UNLAWFUL ENTRY,41.904116094,-87.666188113,014,012XX N BOSWORTH AVE
2026-05-29T09:00:00.000,THEFT,$500 AND UNDER,41.705877813,-87.689826299,022,103XX S FAIRFIELD AVE
2026-05-29T09:00:00.000,ASSAULT,SIMPLE,41.715834721,-87.649521263,022,010XX W 98TH ST
2026-05-29T08:58:00.000,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,41.690640989,-87.605164338,005,112XX S ELLIS AVE
2026-05-29T08:55:00.000,BATTERY,SIMPLE,41.90240466,-87.718984915,011,011XX N LAWNDALE AVE
2026-05-29T08:50:00.000,BURGLARY,HOME INVASION,41.880321157,-87.75917841,015,053XX W MADISON ST
2026-05-29T08:50:00.000,BATTERY,SIMPLE,41.758977596,-87.567249493,003,023XX E 75TH ST
2026-05-29T08:48:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.91176432,-87.761854209,025,017XX N LOTUS AVE
2026-05-29T08:45:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.814223686,-87.60667153,002,044XX S COTTAGE GROVE AVE
2026-05-29T08:40:00.000,ASSAULT,SIMPLE,41.735763468,-87.602628765,006,008XX E 87TH PL
2026-05-29T08:40:00.000,THEFT,$500 AND UNDER,41.892332202,-87.710123499,011,006XX N CHRISTIANA AVE
2026-05-29T08:40:00.000,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,41.947227653,-87.655380005,019,010XX W ADDISON ST
2026-05-29T08:40:00.000,THEFT,OVER $500,41.95285778,-87.649658898,019,039XX N BROADWAY
2026-05-29T08:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.771237501,-87.687091247,008,067XX S MAPLEWOOD AVE
2026-05-29T08:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.898175531,-87.636277251,018,003XX W CHESTNUT ST
2026-05-29T08:29:00.000,THEFT,OVER $500,41.933780135,-87.777269865,025,029XX N MC VICKER AVE
2026-05-29T08:15:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.876091673,-87.642476707,001,004XX S JEFFERSON ST
2026-05-29T08:15:00.000,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",41.891137434,-87.639593117,018,005XX N KINGSBURY ST
2026-05-29T08:10:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.785462633,-87.699668151,008,059XX S WHIPPLE ST
2026-05-29T08:10:00.000,THEFT,OVER $500,41.893629496,-87.641461347,018,006XX N KINGSBURY ST
2026-05-29T08:05:00.000,ASSAULT,SIMPLE,41.968501991,-87.759828705,016,048XX N LIPPS AVE
2026-05-29T08:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.970642017,-87.646280548,020,048XX N SIMONDS DR
2026-05-29T08:00:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.782951712,-87.604362828,003,061XX S DREXEL AVE
2026-05-29T08:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.929202346,-87.710881925,014,026XX N SPAULDING AVE
2026-05-29T08:00:00.000,THEFT,$500 AND UNDER,41.807650669,-87.643080489,009,047XX S UNION AVE
2026-05-29T08:00:00.000,BURGLARY,UNLAWFUL ENTRY,41.823125769,-87.602725951,002,039XX S LAKE PARK AVE
2026-05-29T08:00:00.000,THEFT,OVER $500,41.792342253,-87.624025622,002,056XX S WABASH AVE
2026-05-29T07:54:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.792397195,-87.619162474,002,056XX S PRAIRIE AVE
2026-05-29T07:45:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.929369315,-87.698771446,014,026XX N MOZART ST
2026-05-29T07:34:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.748458232,-87.605159961,006,080XX S COTTAGE GROVE AVE
2026-05-29T07:32:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.772617435,-87.635864041,007,004XX W MARQUETTE RD
2026-05-29T07:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.772617324,-87.635845712,007,004XX W MARQUETTE RD
2026-05-29T07:30:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.796424459,-87.650073499,009,053XX S MORGAN ST
2026-05-29T07:30:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.762977039,-87.582365662,003,072XX S RIDGELAND AVE
2026-05-29T07:26:00.000,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,41.811253731,-87.666275897,009,045XX S MARSHFIELD AVE
2026-05-29T07:23:00.000,THEFT,RETAIL THEFT,42.019399237,-87.675049485,024,017XX W HOWARD ST
2026-05-29T07:22:00.000,BURGLARY,UNLAWFUL ENTRY,41.977892892,-87.80386229,016,070XX W SUMMERDALE AVE
2026-05-29T07:15:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.904003566,-87.666185611,014,012XX N BOSWORTH AVE
2026-05-29T07:08:00.000,THEFT,OVER $500,41.97058608,-87.657662338,020,048XX N WINTHROP AVE
2026-05-29T07:00:00.000,THEFT,$500 AND UNDER,41.980958608,-87.845455914,016,087XX W BRYN MAWR AVE
2026-05-29T07:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.746365492,-87.656053583,006,081XX S THROOP ST
2026-05-29T07:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.906107731,-87.665127755,014,013XX N GREENVIEW AVE
2026-05-29T07:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.924228179,-87.657210985,018,023XX N CLIFTON AVE
2026-05-29T07:00:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.85801867,-87.651767568,012,010XX W 18TH ST
2026-05-29T07:00:00.000,CRIMINAL TRESPASS,TO RESIDENCE,41.931859997,-87.721322663,025,037XX W DIVERSEY AVE
2026-05-29T07:00:00.000,STALKING,VIOLATION OF STALKING NO CONTACT ORDER,41.742811336,-87.646300044,006,083XX S PEORIA ST
2026-05-29T06:52:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.993673966,-87.655497959,024,061XX N SHERIDAN RD
2026-05-29T06:45:00.000,BURGLARY,UNLAWFUL ENTRY,41.898160974,-87.637496886,018,003XX W CHESTNUT ST
2026-05-29T06:41:00.000,ASSAULT,SIMPLE,41.778680696,-87.664197479,007,063XX S ASHLAND AVE
2026-05-29T06:30:00.000,THEFT,$500 AND UNDER,41.768833001,-87.584412494,003,069XX S CORNELL AVE
2026-05-29T06:25:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.774233665,-87.588195342,003,015XX E 66TH PL
2026-05-29T06:22:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.774381882,-87.599712346,003,066XX S GREENWOOD AVE
2026-05-29T06:03:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.656860248,-87.553197668,004,131XX S ESCANABA AVE
2026-05-29T06:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.900546929,-87.633632427,018,001XX W OAK ST
2026-05-29T06:00:00.000,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,,,012,008XX W MADISON ST
2026-05-29T06:00:00.000,BATTERY,SIMPLE,41.895239896,-87.745814792,015,008XX N CICERO AVE
2026-05-29T06:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.948819805,-87.732331941,017,037XX N KEELER AVE
2026-05-29T06:00:00.000,THEFT,OVER $500,41.782525257,-87.649715101,007,061XX S MORGAN ST
2026-05-29T06:00:00.000,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,41.879305132,-87.760696719,015,054XX W MONROE ST
2026-05-29T06:00:00.000,THEFT,RETAIL THEFT,41.895732399,-87.687784384,012,024XX W CHICAGO AVE
2026-05-29T05:46:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.879267767,-87.763667741,015,055XX W MONROE ST
2026-05-29T05:46:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.879267767,-87.763667741,015,055XX W MONROE ST
2026-05-29T05:40:00.000,THEFT,$500 AND UNDER,41.805470526,-87.603810519,002,049XX S DREXEL BLVD
2026-05-29T05:37:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,41.867187416,-87.716363095,011,036XX W GRENSHAW ST
2026-05-29T05:30:00.000,ASSAULT,SIMPLE,41.924660033,-87.647663376,018,023XX N LINCOLN AVE
2026-05-29T05:30:00.000,THEFT,OVER $500,41.805218476,-87.612572098,002,049XX S Forrestville ave
2026-05-29T05:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.79241483,-87.714433037,008,036XX W 55TH PL
2026-05-29T05:28:00.000,ARSON,BY FIRE,41.86017055,-87.722561044,010,015XX S SPRINGFIELD AVE
2026-05-29T05:24:00.000,THEFT,FROM BUILDING,41.834277319,-87.656745787,009,012XX W 33RD ST
2026-05-29T05:21:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.891210037,-87.667148792,012,005XX N ASHLAND AVE
2026-05-29T05:15:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.795034872,-87.674332314,009,054XX S DAMEN AVE
2026-05-29T05:05:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.911473664,-87.767999556,025,017XX N MAJOR AVE
2026-05-29T05:01:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.907496202,-87.696993309,014,014XX N CALIFORNIA AVE
2026-05-29T05:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.96978423,-87.753411444,016,050XX W AINSLIE ST
2026-05-29T05:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.77621194,-87.704220937,008,032XX W 64TH PL
2026-05-29T04:51:00.000,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,41.855751957,-87.7163372,010,018XX S MILLARD AVE
2026-05-29T04:50:00.000,ASSAULT,SIMPLE,41.933294344,-87.669309356,019,016XX W WOLFRAM ST
2026-05-29T04:50:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.879277168,-87.762797382,015,055XX W MONROE ST
2026-05-29T04:45:00.000,BATTERY,SIMPLE,41.94690946,-87.674733431,019,018XX W ADDISON ST
2026-05-29T04:22:00.000,THEFT,FROM BUILDING,41.894789179,-87.690372282,012,025XX W SUPERIOR ST
2026-05-29T04:10:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.863851978,-87.70802858,010,013XX S SPAULDING AVE
2026-05-29T04:06:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.873519168,-87.736235965,011,044XX W HARRISON ST
2026-05-29T04:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.716484024,-87.679508726,022,097XX S OAKLEY AVE
2026-05-29T04:00:00.000,BURGLARY,FORCIBLE ENTRY,41.819962437,-87.644610184,009,041XX S EMERALD AVE
2026-05-29T04:00:00.000,THEFT,POCKET-PICKING,41.911155937,-87.635404942,018,002XX W NORTH AVE
2026-05-29T04:00:00.000,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,42.001678358,-87.673322737,024,017XX W ALBION AVE
2026-05-29T03:57:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.866184252,-87.724306416,011,039XX W ROOSEVELT RD
2026-05-29T03:50:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.798308149,-87.697590555,009,052XX S RICHMOND ST
2026-05-29T03:50:00.000,THEFT,RETAIL THEFT,41.895732399,-87.687784384,012,024XX W CHICAGO AVE
2026-05-29T03:48:00.000,THEFT,$500 AND UNDER,41.932012618,-87.640940116,019,027XX N PINE GROVE AVE
2026-05-29T03:45:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,41.951482388,-87.818296765,016,039XX N OTTAWA AVE
2026-05-29T03:30:00.000,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",41.981729156,-87.692893082,020,055XX N LINCOLN AVE
2026-05-29T03:10:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.897499211,-87.77119353,015,058XX W WALTON ST
2026-05-29T03:09:00.000,THEFT,RETAIL THEFT,41.880108035,-87.647309981,012,001XX S HALSTED ST
2026-05-29T03:05:00.000,CRIMINAL TRESPASS,TO VEHICLE,41.910180931,-87.775252066,025,016XX N AUSTIN AVE
2026-05-29T03:00:00.000,THEFT,OVER $500,41.890587782,-87.654613019,012,004XX N ABERDEEN ST
2026-05-29T02:50:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.961158296,-87.652309344,019,043XX N HAZEL ST
2026-05-29T02:35:00.000,BURGLARY,FORCIBLE ENTRY,41.902098041,-87.768849998,015,057XX W DIVISION ST
2026-05-29T02:30:00.000,BURGLARY,FORCIBLE ENTRY,41.800519251,-87.681776252,009,051XX S OAKLEY AVE
2026-05-29T02:30:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.8955728,-87.767849643,015,008XX N WALLER AVE
2026-05-29T02:30:00.000,BURGLARY,FORCIBLE ENTRY,41.834217395,-87.646189367,009,033XX S HALSTED ST
2026-05-29T02:22:00.000,THEFT,$500 AND UNDER,41.780440222,-87.705602174,008,062XX S SPAULDING AVE
2026-05-29T02:20:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.895290672,-87.730200547,011,041XX W CHICAGO AVE
2026-05-29T02:18:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.854790204,-87.70899414,010,019XX S CHRISTIANA AVE
2026-05-29T02:15:00.000,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,41.867428687,-87.626342565,001,0000X E ROOSEVELT RD
2026-05-29T02:10:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.808779722,-87.651545146,009,010XX W 47TH ST
2026-05-29T02:07:00.000,BURGLARY,FORCIBLE ENTRY,41.990479499,-87.692731805,020,025XX W PETERSON AVE
2026-05-29T02:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.813493945,-87.671171821,009,044XX S HONORE ST
2026-05-29T02:00:00.000,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,41.907153315,-87.639680572,018,013XX N HUDSON AVE
2026-05-29T02:00:00.000,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,41.853883749,-87.684578831,012,023XX W 21ST ST
2026-05-29T02:00:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.880891271,-87.76013908,015,0000X N LONG AVE
2026-05-29T02:00:00.000,ROBBERY,STRONG ARM - NO WEAPON,41.887216076,-87.755620452,015,052XX W LAKE ST
2026-05-29T02:00:00.000,THEFT,$500 AND UNDER,41.843844981,-87.712333847,010,026XX S ST LOUIS AVE
2026-05-29T01:56:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.746688307,-87.665255355,006,016XX W 81ST ST
2026-05-29T01:49:00.000,BATTERY,SIMPLE,41.693761256,-87.618270148,005,110XX S INDIANA AVE
2026-05-29T01:45:00.000,THEFT,ATTEMPT THEFT,41.893646656,-87.631177143,018,006XX N CLARK ST
2026-05-29T01:40:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.764932153,-87.576272783,003,071XX S JEFFERY BLVD
2026-05-29T01:35:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.699615464,-87.713327957,022,106XX S LAWNDALE AVE
2026-05-29T01:30:00.000,ROBBERY,ARMED - HANDGUN,41.88060406,-87.736089224,011,044XX W MADISON ST
2026-05-29T01:30:00.000,THEFT,$500 AND UNDER,41.891306737,-87.685489416,012,005XX N CLAREMONT AVE
2026-05-29T01:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.685403617,-87.615005567,005,003XX E 115TH ST
2026-05-29T01:29:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.829207057,-87.693336882,009,027XX W 35TH PL
2026-05-29T01:28:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.734847232,-87.545777045,004,088XX S BURLEY AVE
2026-05-29T01:20:00.000,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",41.900229524,-87.693054276,012,026XX W CORTEZ ST
2026-05-29T01:19:00.000,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,41.785864598,-87.663143774,007,059XX S JUSTINE ST
2026-05-29T01:15:00.000,THEFT,OVER $500,41.889289555,-87.654579018,012,004XX N Aberdeen St
2026-05-29T01:11:00.000,BURGLARY,FORCIBLE ENTRY,41.677800201,-87.64295433,005,008XX W 119TH ST
2026-05-29T01:03:00.000,THEFT,RETAIL THEFT,41.880108035,-87.647309981,012,001XX S HALSTED ST
2026-05-29T01:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.738690029,-87.738409918,008,046XX W 84TH PL
2026-05-29T01:00:00.000,THEFT,OVER $500,41.83368122,-87.612439993,002,005XX E 33RD PL
2026-05-29T00:51:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.770227581,-87.628290698,007,068XX S PERRY AVE
2026-05-29T00:45:00.000,BATTERY,SIMPLE,41.657675845,-87.605140583,005,130XX S CHAMPLAIN AVE
2026-05-29T00:40:00.000,ASSAULT,SIMPLE,41.998037044,-87.699660574,024,064XX N CALIFORNIA AVE
2026-05-29T00:37:00.000,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,41.846115096,-87.722683739,010,039XX W 25TH ST
2026-05-29T00:34:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.88274503,-87.769846629,015,001XX N MENARD AVE
2026-05-29T00:30:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.938554681,-87.768194131,016,056XX W BELMONT AVE
2026-05-29T00:30:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.737370028,-87.619398738,006,086XX S INDIANA AVE
2026-05-29T00:27:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.881348498,-87.764894125,015,0000X N CENTRAL AVE
2026-05-29T00:15:00.000,CRIMINAL TRESPASS,TO RESIDENCE,41.76581888,-87.572582139,003,071XX S MERRILL AVE
2026-05-29T00:10:00.000,CRIMINAL TRESPASS,TO LAND,41.909959349,-87.638555401,018,015XX N SEDGWICK ST
2026-05-29T00:03:00.000,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,42.019471494,-87.683395206,024,021XX W HOWARD ST
2026-05-29T00:01:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.896774451,-87.621269744,018,002XX E CHICAGO AVE
2026-05-29T00:01:00.000,THEFT,$500 AND UNDER,41.965784548,-87.662482154,019,046XX N MALDEN ST
2026-05-29T00:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.81347748,-87.67117199,009,044XX S HONORE ST
2026-05-29T00:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.743555456,-87.56367695,004,083XX S ESSEX AVE
2026-05-29T00:00:00.000,THEFT,$500 AND UNDER,41.923719016,-87.642668661,018,005XX W BELDEN AVE
2026-05-29T00:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.947715063,-87.766003221,016,055XX W WAVELAND AVE
2026-05-29T00:00:00.000,ASSAULT,SIMPLE,41.881891086,-87.721487597,011,038XX W WASHINGTON BLVD
2026-05-29T00:00:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.984622486,-87.836582104,016,058XX N CUMBERLAND AVE
2026-05-29T00:00:00.000,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,41.994478086,-87.721458844,017,062XX N LAWNDALE AVE
2026-05-29T00:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.924277399,-87.636526022,018,023XX N LINCOLN PARK WEST
2026-05-29T00:00:00.000,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,41.946759446,-87.686479524,019,023XX W ADDISON ST
2026-05-29T00:00:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.874896437,-87.751134319,015,050XX W VAN BUREN ST
2026-05-29T00:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.879964857,-87.679691935,012,021XX W MONROE ST
2026-05-29T00:00:00.000,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,41.771949874,-87.649442482,007,067XX S MORGAN ST
2026-05-29T00:00:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,41.852536445,-87.728345003,010,041XX W 21ST PL
2026-05-29T00:00:00.000,ASSAULT,SIMPLE,41.870240812,-87.687244211,011,024XX W ARTHINGTON ST
2026-05-29T00:00:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,42.007818592,-87.671198791,024,016XX W MORSE AVE
2026-05-29T00:00:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.740603989,-87.649826481,006,084XX S CARPENTER ST
2026-05-29T00:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.751061918,-87.563796175,004,079XX S ESSEX AVE
